test_id,test_no,vehicle_id,source_vehicle_no,impact_family,vehicle_role,quality_tier,flag_all_zero_placeholder,flag_not_subject_vehicle,flag_dpd_all_zero,flag_crhdst_missing_or_zero,flag_vdi_unusable,flag_lencnt_missing,flag_damdst_missing,flag_lencnt_out_of_range,flag_damdst_out_of_range,flag_crhdst_lt_dpdmax,flag_pdof_family_mismatch,flag_side_imppnt_mismatch,flag_axbx_all_missing,flag_axbx_no_delta,flag_rear_low_confidence,flag_not_target_family,exclusion_reason
905,8200,1083,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
906,8201,1084,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
907,8202,1085,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
911,8203,1091,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
929,8205,1111,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,not_subject_vehicle
929,8205,1112,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
916,8206,1096,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
917,8207,1097,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
932,8208,1115,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
941,8211,1124,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
947,8214,1133,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,not_subject_vehicle
947,8214,1134,2,side_impactor,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
948,8215,1135,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
949,8216,1136,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,not_subject_vehicle
949,8216,1137,2,side_impactor,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
953,8218,1142,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
956,8219,1145,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,not_subject_vehicle
956,8219,1146,2,side_impactor,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
938,8220,1121,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
940,8221,1123,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
800,8222,968,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
939,8223,1122,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
951,8226,1140,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
968,8227,1159,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
970,8228,1162,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
971,8229,1163,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
974,8232,1166,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
975,8249,1167,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
976,8250,1168,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
558,8252,670,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
559,8253,671,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
560,8254,672,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
562,8255,674,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
564,8256,677,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
565,8257,678,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
566,8258,679,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
567,8259,680,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
578,8260,692,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
568,8261,681,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
569,8262,682,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
571,8263,684,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
575,8264,689,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
576,8265,690,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
579,8266,693,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
662,8267,793,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
663,8268,794,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
665,8269,796,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
666,8270,797,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
667,8271,798,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
671,8272,803,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
675,8273,808,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
679,8274,813,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
680,8275,814,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
683,8276,817,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
686,8277,821,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
687,8278,822,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
690,8279,825,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
691,8280,826,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
692,8281,827,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
697,8282,833,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
698,8283,834,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
702,8284,840,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
703,8285,841,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
704,8286,842,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
705,8287,843,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
694,8288,829,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1038,8290,1230,1,frontal_barrier,subject_vehicle,B_ProfilePartial,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
1039,8291,1231,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
1040,8292,1232,1,side_impactor,impactor_vehicle,X_Exclude,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
1040,8292,1233,2,side_impactor,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,
1075,8295,1268,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1079,8296,1272,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,not_subject_vehicle
1079,8296,1273,2,side_impactor,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1091,8298,1285,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1094,8299,1289,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,not_subject_vehicle
806,8300,976,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
807,8301,977,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
808,8302,978,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
809,8303,979,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
810,8304,980,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
811,8305,981,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
819,8306,991,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
820,8307,992,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1101,8309,1298,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
1100,8310,1296,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,not_subject_vehicle
1100,8310,1297,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1102,8311,1299,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
1103,8312,1300,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,not_subject_vehicle
1103,8312,1301,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1106,8315,1304,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,not_subject_vehicle
1108,8317,1307,1,side_impactor,impactor_vehicle,X_Exclude,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
1108,8317,1308,2,side_impactor,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,
1110,8318,1311,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1111,8319,1312,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,
1127,8323,1331,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,not_subject_vehicle
1128,8324,1333,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,not_subject_vehicle
1128,8324,1334,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1060,8326,1253,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1061,8327,1254,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1062,8328,1255,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1063,8329,1256,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1130,8330,1336,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
991,8331,1183,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
997,8332,1189,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
998,8333,1190,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1011,8334,1203,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1012,8335,1204,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1017,8336,1209,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1033,8337,1225,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1034,8338,1226,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1035,8339,1227,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1036,8340,1228,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1037,8341,1229,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
992,8342,1184,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
563,8343,675,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,
563,8343,676,2,side,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,
593,8344,710,1,research_other,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
593,8344,711,2,research_other,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
618,8345,739,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,
618,8345,740,2,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,
631,8346,754,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,
631,8346,755,2,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,
700,8347,836,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,
700,8347,837,2,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,
723,8348,867,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,
723,8348,868,2,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,
766,8349,923,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,
766,8349,924,2,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,
794,8350,960,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,
794,8350,961,2,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,
822,8351,994,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,
822,8351,995,2,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,
899,8352,1075,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,
899,8352,1076,2,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,
918,8353,1098,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,
918,8353,1099,2,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,
927,8354,1108,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,
927,8354,1109,2,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,
943,8355,1126,1,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,
943,8355,1127,2,side,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,
1149,8357,1355,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,not_subject_vehicle
1149,8357,1356,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
1120,8375,1324,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1121,8376,1325,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1123,8377,1327,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1124,8378,1328,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1152,8384,1359,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,not_subject_vehicle
1152,8384,1360,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
1154,8386,1362,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1134,8390,1340,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1135,8391,1341,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1136,8392,1342,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1138,8393,1344,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1141,8394,1347,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1142,8395,1348,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1143,8396,1349,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1144,8397,1350,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1145,8398,1351,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1146,8399,1352,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1147,8400,1353,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1148,8401,1354,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
1159,8402,1369,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,not_subject_vehicle
1160,8403,1371,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1162,8404,1374,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
1182,8406,1397,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1188,8408,1406,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1187,8409,1404,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,not_subject_vehicle
1187,8409,1405,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
1191,8410,1410,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1196,8414,1416,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,not_subject_vehicle
1196,8414,1417,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
66,8415,83,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
67,8416,84,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
68,8417,85,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
71,8418,88,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
72,8419,89,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
73,8420,90,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
74,8421,91,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
75,8422,92,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
76,8423,93,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
69,8424,86,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
78,8425,95,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
79,8426,96,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
80,8427,97,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
81,8428,98,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
83,8429,100,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
84,8430,101,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
85,8431,102,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
86,8432,103,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
87,8433,104,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
88,8434,105,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
91,8435,109,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
92,8436,110,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
93,8437,111,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
96,8438,114,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
97,8439,115,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
98,8440,116,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
1197,8441,1418,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,not_subject_vehicle
